subj,exp,tp,self,other,fair,resp,rt,given,gen
3,1,10,39,53,-14,0,3.06942520471785,-3,0
3,1,10,29,99,-70,0,1.20452508623384,-49,0
3,1,10,16,70,-54,0,1.26810542538624,-20,0
3,1,10,76,1,75,1,3.65677983503883,-49,0
3,1,10,24,100,-76,0,1.28905646948078,-50,0
3,1,10,87,17,70,1,2.36512611108628,-33,0
3,1,10,14,89,-75,0,2.80975016868251,-39,0
3,1,10,28,77,-49,0,3.32419695262615,-27,0
3,1,1.5,62,46,16,1,0.836001159195803,-4,0
3,1,1.5,17,58,-41,0,0.877161550721212,-8,0
3,1,1.5,90,30,60,1,0.820927540442426,-20,0
3,1,1.5,43,90,-47,0,0.855262934044731,-40,0
3,1,1.5,95,8,87,1,0.864405998185248,-42,0
3,1,1.5,51,38,13,0,1.30478786480307,12,0
3,1,1.5,49,75,-26,0,1.17565355491934,-25,0
3,1,1.5,27,98,-71,0,0.924019150697859,-48,0
3,1,1.5,47,98,-51,NaN,NaN,0,0
3,1,1.5,76,1,75,0,0.81828224623132,49,0
3,1,1.5,84,28,56,1,0.993971681507901,-22,0
3,1,1.5,46,81,-35,0,1.18102534659738,-31,0
3,1,1.5,57,40,17,1,1.24064574401018,-10,0
3,1,1.5,51,27,24,0,1.15357834379756,23,0
3,1,1.5,43,90,-47,NaN,NaN,0,0
3,1,1.5,20,91,-71,0,1.1097771861223,-41,0
3,1,1.5,51,38,13,1,0.692743821848126,-12,0
3,1,1.5,35,80,-45,0,1.43590606987891,-30,0
3,1,1.5,85,7,78,1,1.0287967096192,-43,0
3,1,1.5,88,27,61,1,0.750479035836179,-23,0
4,1,10,48,80,-32,1,1.56046221996166,30,0
4,1,10,48,80,-32,1,0.857973650332497,30,0
4,1,10,100,15,85,1,1.11700972580775,-35,0
4,1,10,25,55,-30,0,7.03715048252707,-5,0
4,1,10,85,15,70,1,3.06638222517813,-35,0
4,1,10,53,0,53,0,1.98346864439463,50,0
4,1,10,48,100,-52,1,2.08820543343427,50,0
4,1,10,98,38,60,1,5.28493821603251,-12,0
4,1,10,5,83,-78,0,3.23265464745054,-33,0
4,1,10,85,15,70,1,2.6710480743759,-35,0
4,1,10,100,15,85,1,4.10029448799014,-35,0
4,1,10,53,23,30,0,3.39973548204125,27,0
4,1,10,5,83,-78,0,3.76738317124364,-33,0
4,1,10,75,0,75,0,3.97624093112654,50,0
4,1,10,28,85,-57,1,4.48907832553959,35,0
4,1,10,30,100,-70,0,5.75705251913496,-50,0
